width_pitch,width_rib_a,width_rib_air,height_anode,height_cathode,height_electrolyte,current,max_temperature,min_temperature,Delta_T
2,1,1,0.41,0.025,0.01,3488.39451386692,1060.07275843731,955.536114179458,104.536644257852
2,1,1,0.41,0.025,0.014,3340.19417416638,1060.63489351417,960.367766816516,100.267126697654
2,1,1,0.41,0.03,0.01,3492.85822992622,1060.06477082094,955.399415153635,104.665355667305
2,1,1,0.41,0.03,0.014,3344.49388079652,1060.62722344639,960.235189891562,100.392033554828
2,1,1,0.46,0.02,0.01,3353.09539194296,1060.56839879322,959.931882418832,100.636516374388
2,1,1,0.46,0.02,0.014,3216.58858713561,1061.08244173723,964.395131922585,96.687309814645
2,1,1,0.46,0.025,0.01,3359.13270067474,1060.55484184245,959.746861261367,100.807980581083
2,1,1,0.46,0.025,0.014,3222.36357986717,1061.06951216595,964.216918866648,96.852593299302
2,1,1,0.46,0.03,0.01,3363.61296520454,1060.54682650478,959.608957071295,100.937869433485
2,1,1,0.46,0.03,0.014,3226.64151622876,1061.06190665077,964.084296530056,96.977610120714
2,1,1.2,0.36,0.02,0.01,3588.44503649366,1061.96877726402,952.211413532139,109.757363731881
2,1,1.2,0.36,0.02,0.014,3430.09686103319,1062.4717127658,957.371344330341,105.100368435459
2,1,1.2,0.36,0.025,0.01,3596.92078854783,1061.95005696755,951.95952488367,109.99053208388
2,1,1.2,0.36,0.025,0.014,3438.38610601545,1062.45333689495,957.12237181029,105.33096508466
2,1,1.2,0.36,0.03,0.01,3603.41750468214,1061.93667758778,951.765048906192,110.171628681588
2,1,1.2,0.36,0.03,0.014,3444.73311321565,1062.44020884779,956.930157834757,105.510051013033
2,1,1.2,0.41,0.02,0.01,3454.53733688951,1062.38794531571,956.568664235868,105.819281079842
2,1,1.2,0.41,0.02,0.014,3307.5629897354,1062.84966871583,961.370698560467,101.478970155363
2,1,1.2,0.41,0.025,0.01,3463.17770723912,1062.36879069515,956.30957509202,106.05921560313
2,1,1.2,0.41,0.025,0.014,3315.90041488176,1062.83113981345,961.118874622831,101.712265190619
2,1,1.2,0.41,0.03,0.01,3469.80014095214,1062.35508377557,956.109438475881,106.245645299689
2,1,1.2,0.41,0.03,0.014,3322.28155846637,1062.81794322403,960.924709378974,101.893233845056
2,1,1.2,0.46,0.02,0.01,3325.29392239823,1062.78879209827,960.784778273332,102.004013824938
2,1,1.2,0.46,0.02,0.014,3190.01795969543,1063.2107822714,965.216686022447,97.9940962489529
2,1,1.2,0.46,0.025,0.01,3333.96619640977,1062.76948463505,960.523364135571,102.246120499479
2,1,1.2,0.46,0.025,0.014,3198.32115709675,1063.19219291875,964.964010602872,98.2281823158779
2,1,1.2,0.46,0.03,0.01,3340.60832831613,1062.75568555812,960.321510034784,102.434175523336
2,1,1.2,0.46,0.03,0.014,3204.67760147467,1063.17903018985,964.769986361676,98.4090438281739
2,1.2,0.8,0.36,0.02,0.01,3617.7821722497,1056.04857601304,951.347617010433,104.700959002607
2,1.2,0.8,0.36,0.02,0.014,3459.93234434585,1056.81482188969,956.478603509163,100.336218380527
2,1.2,0.8,0.36,0.025,0.01,3621.49482152696,1056.0425197026,951.235923153369,104.806596549231
2,1.2,0.8,0.36,0.025,0.014,3463.56815806778,1056.80872286839,956.367517668152,100.441205200238
2,1.2,0.8,0.36,0.03,0.01,3624.15960885004,1056.04117877981,951.154615688511,104.886563091299
2,1.2,0.8,0.36,0.03,0.014,3466.18084346198,1056.80730076317,956.287353618242,100.519947144928
2,1.2,0.8,0.41,0.02,0.01,3485.86642866593,1056.67778615968,955.62686214925,101.05092401043
2,1.2,0.8,0.41,0.02,0.014,3338.5759297463,1057.38419241738,960.42945912848,96.9547332889001
2,1.2,0.8,0.41,0.025,0.01,3489.7057551471,1056.67200122857,955.515567830949,101.156433397621
2,1.2,0.8,0.41,0.025,0.014,3342.26817935218,1057.37848694661,960.32021531101,97.0582716356001
2,1.2,0.8,0.41,0.03,0.01,3492.43858215627,1056.67052805191,955.432243261592,101.238284790318
2,1.2,0.8,0.41,0.03,0.014,3344.89026129016,1057.37699832134,960.238832040642,97.1381662806979
2,1.2,0.8,0.46,0.02,0.01,3357.75224624193,1057.28429097707,959.804621949963,97.479669027107
2,1.2,0.8,0.46,0.02,0.014,3221.66219914393,1057.93153021852,964.251992327297,93.6795378912231
2,1.2,0.8,0.46,0.025,0.01,3361.56085915136,1057.27786704101,959.688128319538,97.589738721472
2,1.2,0.8,0.46,0.025,0.014,3225.29444040748,1057.92541208332,964.139506456844,93.7859056264761
2,1.2,0.8,0.46,0.03,0.01,3364.29836257095,1057.27624170294,959.603810311735,97.6724313912051
2,1.2,0.8,0.46,0.03,0.014,3227.90968106507,1057.92399775413,964.058970676457,93.865027077673
2,1.2,1,0.36,0.02,0.01,3602.02838867736,1059.29906449565,951.864516948922,107.434547546728
2,1.2,1,0.36,0.02,0.014,3444.43599482519,1059.91694433041,956.987392560056,102.929551770354
2,1.2,1,0.36,0.025,0.01,3607.30131703977,1059.28733438138,951.700906252729,107.586428128651
2,1.2,1,0.36,0.025,0.014,3449.59871206517,1059.90552859832,956.826008478542,103.079520119778
2,1.2,1,0.36,0.03,0.01,3611.16982076893,1059.28092617527,951.579666127204,107.701260048066
2,1.2,1,0.36,0.03,0.014,3453.39132405799,1059.8992436797,956.707266981586,103.191976698114
2,1.2,1,0.41,0.02,0.01,3469.89797184002,1059.80963723944,956.156131190533,103.653506048907
2,1.2,1,0.41,0.02,0.014,3323.14451136947,1060.37870637962,960.940944763888,99.4377616157321
2,1.2,1,0.41,0.025,0.01,3475.29067191068,1059.79769372788,955.987958358668,103.809735369212
2,1.2,1,0.41,0.025,0.014,3328.33276421828,1060.36719584403,960.777327206838,99.589868637192
2,1.2,1,0.41,0.03,0.01,3479.24929055686,1059.79105005879,955.863524651272,103.927525407518
2,1.2,1,0.41,0.03,0.014,3332.14646143497,1060.36084769098,960.657383320156,99.7034643708241
2,1.2,1,0.46,0.02,0.01,3341.78823983888,1060.30024007029,960.328794884114,99.9714451861761
2,1.2,1,0.46,0.02,0.014,3206.37997293129,1060.82142698373,964.754787468682,96.0666395150479
2,1.2,1,0.46,0.025,0.01,3347.20109710968,1060.2882264269,960.159250946141,100.128975480759
2,1.2,1,0.46,0.025,0.014,3211.55160472514,1060.81001362615,964.591799009681,96.218214616469
2,1.2,1,0.46,0.03,0.01,3351.169631321,1060.28143625305,960.033616701566,100.247819551484
2,1.2,1,0.46,0.03,0.014,3215.34508104527,1060.80364656299,964.471926240948,96.331720322042
2,1.2,1.2,0.36,0.02,0.01,3569.62293139763,1061.97072406089,952.821016106431,109.149707954459
2,1.2,1.2,0.36,0.02,0.014,3412.81081737724,1062.47026383207,957.933809084298,104.536454747772
2,1.2,1.2,0.36,0.025,0.01,3578.04370234415,1061.95233509913,952.571550981378,109.380784117752
2,1.2,1.2,0.36,0.025,0.014,3421.03657585046,1062.45211901924,957.686378282098,104.765740737142
2,1.2,1.2,0.36,0.03,0.01,3584.51439810106,1061.93921999108,952.378787331722,109.560432659358
2,1.2,1.2,0.36,0.03,0.014,3427.36019954082,1062.43924287424,957.495976491325,104.943266382915
2,1.2,1.2,0.41,0.02,0.01,3437.09010359304,1062.38704112197,957.134377803649,105.252663318321
2,1.2,1.2,0.41,0.02,0.014,3291.5803347772,1062.84586768598,961.891543586155,100.954324099825
2,1.2,1.2,0.41,0.025,0.01,3445.6806881344,1062.36823492319,956.878134907845,105.490100015345
2,1.2,1.2,0.41,0.025,0.014,3299.86408116562,1062.82758693221,961.641579643902,101.186007288308
2,1.2,1.2,0.41,0.03,0.01,3452.27651540462,1062.3547781399,956.679717573912,105.675060565988
2,1.2,1.2,0.41,0.03,0.014,3306.21808138403,1062.81458485357,961.448647464249,101.365937389321
2,1.2,1.2,0.46,0.02,0.01,3309.10786432858,1062.78576338512,961.310891751627,101.474871633493
2,1.2,1.2,0.46,0.02,0.014,3175.16590603302,1063.20520265653,965.700380251681,97.5048224048489
2,1.2,1.2,0.46,0.025,0.01,3317.72002864465,1062.76667578898,961.05102503623,101.71565075275
2,1.2,1.2,0.46,0.025,0.014,3183.42638822333,1063.18688973778,965.450037969738,97.7368517680419
2,1.2,1.2,0.46,0.03,0.01,3324.33717108762,1062.7531116128,960.850876732173,101.902234880627
2,1.2,1.2,0.46,0.03,0.014,3189.75665082447,1063.17389450192,965.257040068881,97.9168544330389
2.2,0.8,0.8,0.36,0.02,0.01,3438.08851799649,1051.59082022292,946.033547037435,105.557273185485
2.2,0.8,0.8,0.36,0.02,0.014,3296.64935277516,1052.52383975938,951.070671157406,101.453168601974
2.2,0.8,0.8,0.36,0.025,0.01,3441.20491988355,1051.58314165845,945.932387204484,105.650754453966
2.2,0.8,0.8,0.36,0.025,0.014,3299.83464857249,1052.51571536485,950.966167928649,101.549547436201
2.2,0.8,0.8,0.36,0.03,0.01,3443.46445230923,1051.58069582579,945.858854309936,105.721841515854
2.2,0.8,0.8,0.36,0.03,0.014,3302.13856597559,1052.5127626677,950.889846488533,101.622916179167
2.2,0.8,0.8,0.41,0.02,0.01,3325.43575958458,1052.30673017075,950.041114099475,102.265616071275
2.2,0.8,0.8,0.41,0.02,0.014,3189.96144769238,1053.18255984111,954.879362941023,98.3031969000871
2.2,0.8,0.8,0.41,0.025,0.01,3328.73584334127,1052.29884589034,949.933082958657,102.365762931683
2.2,0.8,0.8,0.41,0.025,0.014,3193.21663803407,1053.1746412953,954.771644201232,98.402997094068
2.2,0.8,0.8,0.41,0.03,0.01,3331.13594700755,1052.29645268072,949.855124362122,102.441328318598
2.2,0.8,0.8,0.41,0.03,0.014,3195.57542224368,1053.17200839235,954.693361249999,98.4786471423511
2.2,0.8,0.8,0.46,0.02,0.01,3213.17836937253,1053.01110881311,954.048892509833,98.9622163032771
2.2,0.8,0.8,0.46,0.02,0.014,3085.82129604065,1053.8243087587,958.609577947482,95.214730811218
2.2,0.8,0.8,0.46,0.025,0.01,3216.56217421406,1053.00317766227,953.937573153451,99.065604508819
2.2,0.8,0.8,0.46,0.025,0.014,3089.0954542251,1053.81652363806,958.500249632338,95.3162740057221
2.2,0.8,0.8,0.46,0.03,0.01,3219.01324500191,1053.00063688082,953.856206113016,99.1444307678039
2.2,0.8,0.8,0.46,0.03,0.014,3091.46655438147,1053.81402513563,958.420786375194,95.3932387604359
2.2,0.8,1,0.36,0.02,0.01,3425.06571063886,1055.25167233133,946.485832151559,108.765840179771
2.2,0.8,1,0.36,0.02,0.014,3283.27044660758,1056.02605863922,951.539665959398,104.486392679822
2.2,0.8,1,0.36,0.025,0.01,3429.6613528019,1055.23845697745,946.33467134062,108.90378563683
2.2,0.8,1,0.36,0.025,0.014,3287.936163158,1056.01250442059,951.384247451007,104.628256969583
2.2,0.8,1,0.36,0.03,0.01,3433.06211836365,1055.23132654396,946.222407972512,109.008918571448
2.2,0.8,1,0.36,0.03,0.014,3291.38960443932,1056.00499790588,951.268851375201,104.736146530679
2.2,0.8,1,0.41,0.02,0.01,3311.69290417268,1055.85140284623,950.523246813109,105.328156033121
2.2,0.8,1,0.41,0.02,0.014,3176.34475635128,1056.577013376,955.360749971745,101.216263404255
2.2,0.8,1,0.41,0.025,0.01,3316.53122775328,1055.83763459501,950.362583352119,105.475051242891
2.2,0.8,1,0.41,0.025,0.014,3181.10445821057,1056.56341258453,955.201059214225,101.362353370305
2.2,0.8,1,0.41,0.03,0.01,3320.11365438471,1055.83011050842,950.243046408158,105.587064100262
2.2,0.8,1,0.41,0.03,0.014,3184.62723610879,1056.55593265139,955.082514500997,101.473418150393
2.2,0.8,1,0.46,0.02,0.01,3199.12564098389,1056.43907564532,954.542737900114,101.896337745206
2.2,0.8,1,0.46,0.02,0.014,3072.14497214034,1057.11193935656,959.092335601944,98.019603754616
2.2,0.8,1,0.46,0.025,0.01,3204.07063621071,1056.42505131786,954.377258255178,102.047793062682
2.2,0.8,1,0.46,0.025,0.014,3076.92937321776,1057.09832008093,958.930454953856,98.167865127074
2.2,0.8,1,0.46,0.03,0.01,3207.73413191886,1056.41736747589,954.254343658494,102.163023817396
2.2,0.8,1,0.46,0.03,0.014,3080.47481200148,1057.09092545335,958.810916944374,98.2800085089762
2.2,0.8,1.2,0.36,0.02,0.01,3408.63142955431,1058.93726058193,947.06086586817,111.87639471376
2.2,0.8,1.2,0.36,0.02,0.014,3266.64831174975,1059.55210051135,952.126325686915,107.425774824435
2.2,0.8,1.2,0.36,0.025,0.01,3414.81436585218,1058.92037936655,946.855890737241,112.064488629309
2.2,0.8,1.2,0.36,0.025,0.014,3272.88190177301,1059.5349513837,951.916435218511,107.618516165189
2.2,0.8,1.2,0.36,0.03,0.01,3419.47436957684,1058.90960517151,946.700632369962,112.208972801548
2.2,0.8,1.2,0.36,0.03,0.014,3277.5873934133,1059.52394202334,951.757835272355,107.766106750985
2.2,0.8,1.2,0.41,0.02,0.01,3294.6255478769,1059.41848813038,951.124835606629,108.293652523751
2.2,0.8,1.2,0.41,0.02,0.014,3159.57919735338,1059.99324941616,955.954473127184,104.038776288976
2.2,0.8,1.2,0.41,0.025,0.01,3301.09336269391,1059.40077632917,950.907377812698,108.493398516472
2.2,0.8,1.2,0.41,0.025,0.014,3165.9336792753,1059.97591720436,955.739780347093,104.236136857267
2.2,0.8,1.2,0.41,0.03,0.01,3305.97972697551,1059.38945231788,950.743177043225,108.646275274655
2.2,0.8,1.2,0.41,0.03,0.014,3170.72697009935,1059.96477221393,955.577331972084,104.387440241846
2.2,0.8,1.2,0.46,0.02,0.01,3181.8588619853,1059.88803546203,955.153585590807,104.734449871223
2.2,0.8,1.2,0.46,0.02,0.014,3055.45363465849,1060.42036811517,959.686477010725,100.733891104445
2.2,0.8,1.2,0.46,0.025,0.01,3188.46295531392,1059.87002690574,954.930970526038,104.939056379702
2.2,0.8,1.2,0.46,0.025,0.014,3061.83775185485,1060.40290262414,959.468965644058,100.933936980082
2.2,0.8,1.2,0.46,0.03,0.01,3193.44749478337,1059.85842630938,954.762375888224,105.096050421156
2.2,0.8,1.2,0.46,0.03,0.014,3066.65476314096,1060.39170104143,959.304843961862,101.086857079568
2.2,1,0.8,0.36,0.02,0.01,3432.01217877255,1051.67609492242,946.282262684639,105.393832237781
2.2,1,0.8,0.36,0.02,0.014,3291.00760825768,1052.60142113285,951.30325487722,101.29816625563
2.2,1,0.8,0.36,0.025,0.01,3434.5189477009,1051.67201334225,946.198316821936,105.473696520314
2.2,1,0.8,0.36,0.025,0.014,3293.55559697629,1052.59683542357,951.216314326101,101.380521097469
2.2,1,0.8,0.36,0.03,0.01,3436.29576882975,1051.67245430904,946.137827712732,105.534626596308
2.2,1,0.8,0.36,0.03,0.014,3295.36831611375,1052.5968973701,951.154533374164,101.442363995936
2.2,1,0.8,0.41,0.02,0.01,3319.91620837888,1052.38863309079,950.27192950775,102.11670358304
2.2,1,0.8,0.41,0.02,0.014,3184.91080238531,1053.25742956509,955.091472426355,98.1659571387349
2.2,1,0.8,0.41,0.025,0.01,3322.56201065656,1052.38427595224,950.1817973832,102.20247856904
2.2,1,0.8,0.41,0.025,0.014,3187.51806197965,1053.25307105251,955.002362064303,98.250708988207
2.2,1,0.8,0.41,0.03,0.01,3324.44462843539,1052.38469571408,950.117506255446,102.267189458634
2.2,1,0.8,0.41,0.03,0.014,3189.36973452542,1053.25333396557,954.938764788989,98.3145691765809
2.2,1,0.8,0.46,0.02,0.01,3208.17477799468,1053.08917543148,954.258949252386,98.8302261790941
2.2,1,0.8,0.46,0.02,0.014,3081.26415886139,1053.89607992544,958.801056656521,95.095023268919
2.2,1,0.8,0.46,0.025,0.01,3210.87567271826,1053.08460445788,954.165222655125,98.919381802755
2.2,1,0.8,0.46,0.025,0.014,3083.88534720475,1053.89182394691,958.710766434184,95.1810575127261
2.2,1,0.8,0.46,0.03,0.01,3212.80289575814,1053.08497431193,954.098919927326,98.9860543846039
2.2,1,0.8,0.46,0.03,0.014,3085.74811902805,1053.89220254968,958.646489328654,95.245713221026
2.2,1,1,0.36,0.02,0.01,3413.95641544152,1055.22064446346,946.879537011376,108.341107452084
2.2,1,1,0.36,0.02,0.014,3272.60940091673,1055.99369461095,951.918926490571,104.074768120379
2.2,1,1,0.36,0.025,0.01,3418.54239329025,1055.20781732814,946.729354733276,108.478462594864
2.2,1,1,0.36,0.025,0.014,3277.25938596005,1055.98049766628,951.76461497148,104.2158826948
2.2,1,1,0.36,0.03,0.01,3421.93994069815,1055.20099411067,946.617614248339,108.583379862331
2.2,1,1,0.36,0.03,0.014,3280.70425609754,1055.97326765249,951.649803799233,104.323463853257
2.2,1,1,0.41,0.02,0.01,3301.01623439415,1055.81933516438,950.90282540905,104.91650975533
2.2,1,1,0.41,0.02,0.014,3166.28205587206,1056.54356746653,955.719812535332,100.823754931198
2.2,1,1,0.41,0.025,0.01,3305.84128480639,1055.80593951852,950.74325611367,105.06268340485
2.2,1,1,0.41,0.025,0.014,3171.02287110538,1056.53025338707,955.560779042496,100.969474344574
2.2,1,1,0.41,0.03,0.01,3309.41859391523,1055.79872022005,950.624410857877,105.174309362173
2.2,1,1,0.41,0.03,0.014,3174.54487049576,1056.52310823007,955.443347946681,101.079760283389
2.2,1,1,0.46,0.02,0.01,3188.97408921506,1056.40628066726,954.904296864859,101.501983802401
2.2,1,1,0.46,0.02,0.014,3062.65545284954,1057.07792000452,959.431747975728,97.646172028792
2.2,1,1,0.46,0.025,0.01,3193.90911232961,1056.39264783137,954.740268368137,101.652379463233
2.2,1,1,0.46,0.025,0.014,3067.43450961074,1057.06469504953,959.271489918943,97.793205130587
2.2,1,1,0.46,0.03,0.01,3197.5628940613,1056.38519140592,954.617614477995,101.767576927925
2.2,1,1,0.46,0.03,0.014,3070.97221708423,1057.057517807,959.152275664297,97.9052421427031
2.2,1,1.2,0.36,0.02,0.01,3398.61551570932,1058.9114667182,947.420809220273,111.490657497927
2.2,1,1.2,0.36,0.02,0.014,3257.0316983629,1059.52541516895,952.47205147461,107.05336369434
2.2,1,1.2,0.36,0.025,0.01,3404.78467246763,1058.89459811046,947.215487524834,111.679110585626
2.2,1,1.2,0.36,0.025,0.014,3263.25625353871,1059.50840556488,952.263336299072,107.245069265808
2.2,1,1.2,0.36,0.03,0.01,3409.43824440861,1058.88394233383,947.060577942259,111.823364391571
2.2,1,1.2,0.36,0.03,0.014,3267.94889640369,1059.4975113125,952.105314750679,107.392196561821
2.2,1,1.2,0.41,0.02,0.01,3284.90032292724,1059.39197079142,951.470973215773,107.920997575647
2.2,1,1.2,0.41,0.02,0.014,3150.4167064653,1059.96593970919,956.282478181915,103.683461527275
2.2,1,1.2,0.41,0.025,0.01,3291.3678730154,1059.37448546354,951.255370423765,108.119115039775
2.2,1,1.2,0.41,0.025,0.014,3156.76535210499,1059.94878630699,956.069326134999,103.879460171991
2.2,1,1.2,0.41,0.03,0.01,3296.25732213555,1059.36343114013,951.093116443633,108.270314696497
2.2,1,1.2,0.41,0.03,0.014,3161.5492154622,1059.93778241665,955.907727509374,104.030054907276
2.2,1,1.2,0.46,0.02,0.01,3172.58208878266,1059.86162346116,955.488159376272,104.373464084888
2.2,1,1.2,0.46,0.02,0.014,3046.7710198506,1060.39304805228,959.999461294842,100.393586757438
2.2,1,1.2,0.46,0.025,0.01,3179.16700723126,1059.84364666617,955.265659140468,104.577987525702
2.2,1,1.2,0.46,0.025,0.014,3053.1464395034,1060.37570947234,959.783079940445,100.592629531895
2.2,1,1.2,0.46,0.03,0.01,3184.13761759078,1059.83213687626,955.097405013085,104.734731863175
2.2,1,1.2,0.46,0.03,0.014,3057.94989364883,1060.36459510482,959.61935181935,100.74524328547
2.2,1.2,0.8,0.36,0.02,0.01,3418.14193697622,1051.59170294556,946.763600774616,104.828102170944
2.2,1.2,0.8,0.36,0.02,0.014,3277.71200478097,1052.51701164155,951.767162714955,100.749848926595
2.2,1.2,0.8,0.36,0.025,0.01,3420.92462409055,1051.58693653223,946.672184568159,104.914751964071
2.2,1.2,0.8,0.36,0.025,0.014,3280.5389622073,1052.51175186326,951.672946413612,100.838805449648
2.2,1.2,0.8,0.36,0.03,0.01,3422.92095246477,1051.58717661619,946.607019817118,104.980156799072
2.2,1.2,0.8,0.36,0.03,0.014,3282.56187004101,1052.51142509161,951.605389481188,100.906035610422
2.2,1.2,0.8,0.41,0.02,0.01,3306.53590611436,1052.30798679606,950.738149757074,101.569837038986
2.2,1.2,0.8,0.41,0.02,0.014,3172.31554094034,1053.17641483106,955.53310389646,97.6433109345999
2.2,1.2,0.8,0.41,0.025,0.01,3309.47197052474,1052.30284983924,950.640892701337,101.661957137903
2.2,1.2,0.8,0.41,0.025,0.014,3175.20097284797,1053.17116662007,955.436211489044,97.7349551310259
2.2,1.2,0.8,0.41,0.03,0.01,3311.57155607952,1052.30273851482,950.570701957199,101.732036557621
2.2,1.2,0.8,0.41,0.03,0.014,3177.26781540996,1053.17092577054,955.366949554565,97.8039762159749
2.2,1.2,0.8,0.46,0.02,0.01,3195.3980664281,1053.01140504042,954.70506171603,98.30634332439
2.2,1.2,0.8,0.46,0.02,0.014,3069.33238281031,1053.81790523827,959.220543876541,94.597361361729
2.2,1.2,0.8,0.46,0.025,0.01,3198.40163936232,1053.00608272089,954.605036757145,98.401045963745
2.2,1.2,0.8,0.46,0.025,0.014,3072.23218673179,1053.81266262688,959.122469862567,94.690192764313
2.2,1.2,0.8,0.46,0.03,0.01,3200.549750949,1053.00583252485,954.532893075515,98.4729394493349
2.2,1.2,0.8,0.46,0.03,0.014,3074.30652294403,1053.81239251419,959.052194114821,94.760198399369
2.2,1.2,1,0.36,0.02,0.01,3406.31667313132,1055.34035043043,947.187782466829,108.152567963601
2.2,1.2,1,0.36,0.02,0.014,3265.66154369162,1056.10441990859,952.201584225265,103.902835683325
2.2,1.2,1,0.36,0.025,0.01,3410.31760469925,1055.33022536577,947.052907531884,108.277317833886
2.2,1.2,1,0.36,0.025,0.014,3269.71062140143,1056.09394106615,952.063579839315,104.030361226835
2.2,1.2,1,0.36,0.03,0.01,3413.2423794548,1055.32574937611,946.953939519292,108.371809856818
2.2,1.2,1,0.36,0.03,0.014,3272.66981352932,1056.08909267252,951.962334222722,104.126758449798
2.2,1.2,1,0.41,0.02,0.01,3294.14916325876,1055.93457340091,951.182916415082,104.751656985828
2.2,1.2,1,0.41,0.02,0.014,3160.08919147241,1056.65055767243,955.97345782439,100.67709984804
2.2,1.2,1,0.41,0.025,0.01,3298.35305307808,1055.92382828039,951.039623106099,104.884205174291
2.2,1.2,1,0.41,0.025,0.014,3164.22362517719,1056.6400034771,955.832100508845,100.807902968255
2.2,1.2,1,0.41,0.03,0.01,3301.43654680767,1055.91903112235,950.935259155706,104.983771966644
2.2,1.2,1,0.41,0.03,0.014,3167.24385904959,1056.63511439978,955.728298371037,100.906816028743
2.2,1.2,1,0.46,0.02,0.01,3182.81207218002,1056.51706136985,955.158566859939,101.358494509911
2.2,1.2,1,0.46,0.02,0.014,3057.11555714909,1057.1813148435,959.661473549665,97.5198412938352
2.2,1.2,1,0.46,0.025,0.01,3187.10896162525,1056.5060449062,955.01147544524,101.49456946096
2.2,1.2,1,0.46,0.025,0.014,3061.27094088031,1057.17068105699,959.518284427132,97.6523966298579
2.2,1.2,1,0.46,0.03,0.01,3190.253429212,1056.5009447271,954.903627137339,101.597317589761
2.2,1.2,1,0.46,0.03,0.014,3064.30800744582,1057.16576276226,959.413439497782,97.7523232644782
2.2,1.2,1.2,0.36,0.02,0.01,3385.52100618998,1058.90186914514,947.880659940865,111.021209204275
2.2,1.2,1.2,0.36,0.02,0.014,3244.68873078228,1059.51355615701,952.907412379372,106.606143777638
2.2,1.2,1.2,0.36,0.025,0.01,3391.68274833537,1058.88538550469,947.677046622427,111.208338882263
2.2,1.2,1.2,0.36,0.025,0.014,3250.89325551552,1059.49685041009,952.700024818013,106.796825592077
2.2,1.2,1.2,0.36,0.03,0.01,3396.32717838257,1058.87488112639,947.52186952742,111.35301159897
2.2,1.2,1.2,0.36,0.03,0.014,3255.58034010097,1059.48619616158,952.542883524515,106.943312637065
2.2,1.2,1.2,0.41,0.02,0.01,3272.53814055294,1059.38073956183,951.909887784009,107.470851777821
2.2,1.2,1.2,0.41,0.02,0.014,3138.90065897863,1059.95248589058,956.692175943123,103.260309947457
2.2,1.2,1.2,0.41,0.025,0.01,3278.97782646674,1059.36345985076,951.694501429358,107.668958421402
2.2,1.2,1.2,0.41,0.025,0.014,3145.22336545847,1059.93554597306,956.479588959069,103.455957013991
2.2,1.2,1.2,0.41,0.03,0.01,3283.84893268129,1059.35250205863,951.531581713915,107.820920344715
2.2,1.2,1.2,0.41,0.03,0.014,3149.99149796324,1059.9246761804,956.317893388264,103.606782792136
2.2,1.2,1.2,0.46,0.02,0.01,3160.92177755776,1059.84863843804,955.89915943938,103.94947899866
2.2,1.2,1.2,0.46,0.02,0.014,3035.96726304609,1060.37822111429,960.38238637828,99.99583473601
2.2,1.2,1.2,0.46,0.025,0.01,3167.4966448526,1059.83105792239,955.678891859513,104.152166062877
2.2,1.2,1.2,0.46,0.025,0.014,3042.32763372809,1060.36117344206,960.167409064522,100.193764377538
2.2,1.2,1.2,0.46,0.03,0.01,3172.45569315393,1059.81971516055,955.510813766306,104.308901394244
2.2,1.2,1.2,0.46,0.03,0.014,3047.1280279061,1060.3502867812,960.004574464622,100.345712316578
